ISO3,year,finv,source,nGDP,finv_GDP
ESP,1973,7507.429,Derived using data on fixed investment from OECD_EO and the spliced GDP,27749.53,.2705426
ESP,1974,9729.645,Derived using data on fixed investment from OECD_EO and the spliced GDP,33983.19,.2863075
ESP,1975,10789.94,Derived using data on fixed investment from OECD_EO and the spliced GDP,39897.71,.2704401
ESP,1976,12245.22,Derived using data on fixed investment from OECD_EO and the spliced GDP,48011.91,.2550454
ESP,1977,14916.62,Derived using data on fixed investment from OECD_EO and the spliced GDP,60912.71,.2448852
ESP,1978,17287.21,Derived using data on fixed investment from OECD_EO and the spliced GDP,74566.77,.2318353
ESP,1979,19257.39,Derived using data on fixed investment from OECD_EO and the spliced GDP,87228.38,.2207698
ESP,1980,22819.71,Derived using data on fixed investment from OECD_EO and the spliced GDP,100226.3,.2276819
ESP,1981,25462.5,Derived using data on fixed investment from OECD_EO and the spliced GDP,112454.3,.2264253
ESP,1982,28986.92,Derived using data on fixed investment from OECD_EO and the spliced GDP,129327.1,.2241365
ESP,1983,32105.07,Derived using data on fixed investment from OECD_EO and the spliced GDP,147258.5,.2180184
ESP,1984,33204.49,Derived using data on fixed investment from OECD_EO and the spliced GDP,166166.7,.1998264
ESP,1985,37886.96,Derived using data on fixed investment from OECD_EO and the spliced GDP,184637.5,.2051965
ESP,1986,44528.49,Derived using data on fixed investment from OECD_EO and the spliced GDP,211386.4,.2106497
ESP,1987,52706.06,Derived using data on fixed investment from OECD_EO and the spliced GDP,236375.4,.222976
ESP,1988,63470.92,Derived using data on fixed investment from OECD_EO and the spliced GDP,263158,.2411894
ESP,1989,75205.37,Derived using data on fixed investment from OECD_EO and the spliced GDP,294893.4,.2550256
ESP,1990,84587.06,Derived using data on fixed investment from OECD_EO and the spliced GDP,328457.1,.2575285
ESP,1991,90109.27,Derived using data on fixed investment from OECD_EO and the spliced GDP,360182,.2501771
ESP,1992,89341.78,Derived using data on fixed investment from OECD_EO and the spliced GDP,387926.6,.2303059
ESP,1993,84972.38,Derived using data on fixed investment from OECD_EO and the spliced GDP,401340.4,.2117215
ESP,1994,89732.34,Derived using data on fixed investment from OECD_EO and the spliced GDP,426850.9,.2102194
ESP,1995,100782,Derived using data on fixed investment from OECD_EO and the spliced GDP,460259,.218968
ESP,1996,106082,Derived using data on fixed investment from OECD_EO and the spliced GDP,488946,.2169606
ESP,1997,114893,Derived using data on fixed investment from OECD_EO and the spliced GDP,518971,.2213862
ESP,1998,129353,Derived using data on fixed investment from OECD_EO and the spliced GDP,555559,.232834
ESP,1999,147267,Derived using data on fixed investment from OECD_EO and the spliced GDP,595242,.2474069
ESP,2000,168191,Derived using data on fixed investment from OECD_EO and the spliced GDP,647569,.2597268
ESP,2001,181553,Derived using data on fixed investment from OECD_EO and the spliced GDP,700958,.2590069
ESP,2002,196263,Derived using data on fixed investment from OECD_EO and the spliced GDP,749744,.2617733
ESP,2003,217719,Derived using data on fixed investment from OECD_EO and the spliced GDP,802683,.2712391
ESP,2004,239314,Derived using data on fixed investment from OECD_EO and the spliced GDP,860059,.278253
ESP,2005,269419,Derived using data on fixed investment from OECD_EO and the spliced GDP,928122,.290284
ESP,2006,301950,Derived using data on fixed investment from OECD_EO and the spliced GDP,1004976,.3004549
ESP,2007,321924,Derived using data on fixed investment from OECD_EO and the spliced GDP,1077541,.298758
ESP,2008,309886,Derived using data on fixed investment from OECD_EO and the spliced GDP,1112432,.2785662
ESP,2009,248528,Derived using data on fixed investment from OECD_EO and the spliced GDP,1072990,.2316219
ESP,2010,235617,Derived using data on fixed investment from OECD_EO and the spliced GDP,1077145,.2187421
ESP,2011,215309,Derived using data on fixed investment from OECD_EO and the spliced GDP,1068690,.20147
ESP,2012,193835,Derived using data on fixed investment from OECD_EO and the spliced GDP,1035964,.1871059
ESP,2013,180498,Derived using data on fixed investment from OECD_EO and the spliced GDP,1025652,.1759837
ESP,2014,187322,Derived using data on fixed investment from OECD_EO and the spliced GDP,1038949,.1802995
ESP,2015,198930,Derived using data on fixed investment from OECD_EO and the spliced GDP,1087112,.1829894
ESP,2016,204287,Derived using data on fixed investment from OECD_EO and the spliced GDP,1122967,.1819172
ESP,2017,221207,Derived using data on fixed investment from OECD_EO and the spliced GDP,1170024,.1890619
ESP,2018,238502,Derived using data on fixed investment from OECD_EO and the spliced GDP,1212276,.196739
ESP,2019,254566,Derived using data on fixed investment from OECD_EO and the spliced GDP,1253710,.2030502
ESP,2020,232798,Derived using data on fixed investment from OECD_EO and the spliced GDP,1129214,.2061593
ESP,2021,249560,Derived using data on fixed investment from OECD_EO and the spliced GDP,1235474,.2019953
ESP,2022,280382,Derived using data on fixed investment from OECD_EO and the spliced GDP,1373629,.2041177
ESP,2023,295318,Derived using data on fixed investment from OECD_EO and the spliced GDP,1498324,.1970989
ESP,2024,305299.7,Derived using data on fixed investment from OECD_EO and the spliced GDP,1587609,.1923016
ESP,2025,316740.1,Derived using data on fixed investment from OECD_EO and the spliced GDP,1656137,.1912523
ESP,2026,333666.1,Derived using data on fixed investment from OECD_EO and the spliced GDP,1721492,.1938238
ESP,2027,347206.6,Derived using data on fixed investment from AMECO and the spliced GDP,1791912,.1937632
EST,1987,10.23732,Derived using data on fixed investment from WDI_ARC and the spliced GDP,34.48777,.296839
EST,1988,10.58817,Derived using data on fixed investment from WDI_ARC and the spliced GDP,36.52356,.2898996
EST,1989,11.60939,Derived using data on fixed investment from WDI_ARC and the spliced GDP,40.7283,.2850448
EST,1990,11.87253,Derived using data on fixed investment from UN and the spliced GDP,50.5901,.2346809
EST,1991,25.09605,Derived using data on fixed investment from UN and the spliced GDP,115.0111,.2182054
EST,1992,193.6684,Derived using data on fixed investment from UN and the spliced GDP,894.9147,.2164099
EST,1993,371.1954,Derived using data on fixed investment from AMECO and the spliced GDP,1515.477,.2449364
EST,1994,566.3034,Derived using data on fixed investment from AMECO and the spliced GDP,2081.886,.2720146
EST,1995,762.0946,Derived using data on fixed investment from OECD_EO and the spliced GDP,2859.615,.2665025
EST,1996,990.3427,Derived using data on fixed investment from OECD_EO and the spliced GDP,3675.423,.26945
EST,1997,1312.326,Derived using data on fixed investment from OECD_EO and the spliced GDP,4568.422,.2872601
EST,1998,1592.217,Derived using data on fixed investment from OECD_EO and the spliced GDP,5102.429,.3120507
EST,1999,1408.695,Derived using data on fixed investment from OECD_EO and the spliced GDP,5405.631,.2605977
EST,2000,1634.418,Derived using data on fixed investment from OECD_EO and the spliced GDP,6169.501,.264919
EST,2001,1915.804,Derived using data on fixed investment from OECD_EO and the spliced GDP,6980.287,.2744592
EST,2002,2396.187,Derived using data on fixed investment from OECD_EO and the spliced GDP,7824.553,.3062395
EST,2003,2873.823,Derived using data on fixed investment from OECD_EO and the spliced GDP,8748.569,.3284906
EST,2004,3090.226,Derived using data on fixed investment from OECD_EO and the spliced GDP,9782.661,.315888
EST,2005,3717.719,Derived using data on fixed investment from OECD_EO and the spliced GDP,11335.74,.3279643
EST,2006,4998.48,Derived using data on fixed investment from OECD_EO and the spliced GDP,13555.72,.3687358
EST,2007,5968.671,Derived using data on fixed investment from OECD_EO and the spliced GDP,16379.06,.3644086
EST,2008,5171.029,Derived using data on fixed investment from OECD_EO and the spliced GDP,16610.79,.3113055
EST,2009,3266.41,Derived using data on fixed investment from OECD_EO and the spliced GDP,14148.61,.2308643
EST,2010,3117.434,Derived using data on fixed investment from OECD_EO and the spliced GDP,14739.04,.2115086
EST,2011,4344.224,Derived using data on fixed investment from OECD_EO and the spliced GDP,16741.13,.2594941
EST,2012,5054.918,Derived using data on fixed investment from OECD_EO and the spliced GDP,18083.55,.2795313
EST,2013,5231.519,Derived using data on fixed investment from OECD_EO and the spliced GDP,19163.44,.2729948
EST,2014,5175.581,Derived using data on fixed investment from OECD_EO and the spliced GDP,20355.4,.2542609
EST,2015,5067.713,Derived using data on fixed investment from OECD_EO and the spliced GDP,21003.09,.2412842
EST,2016,5395.496,Derived using data on fixed investment from OECD_EO and the spliced GDP,22182.1,.2432365
EST,2017,6176.875,Derived using data on fixed investment from OECD_EO and the spliced GDP,24286.49,.2543338
EST,2018,6979.002,Derived using data on fixed investment from OECD_EO and the spliced GDP,26398.02,.264376
EST,2019,7474.585,Derived using data on fixed investment from OECD_EO and the spliced GDP,28436.4,.2628527
EST,2020,8452.547,Derived using data on fixed investment from OECD_EO and the spliced GDP,27843.66,.3035717
EST,2021,9150.386,Derived using data on fixed investment from OECD_EO and the spliced GDP,31398.4,.2914284
EST,2022,9230.912,Derived using data on fixed investment from OECD_EO and the spliced GDP,36386.06,.2536936
EST,2023,10586.16,Derived using data on fixed investment from OECD_EO and the spliced GDP,38163.99,.277386
EST,2024,11247.52,Derived using data on fixed investment from OECD_EO and the spliced GDP,39114.1,.2875566
EST,2025,12050.7,Derived using data on fixed investment from OECD_EO and the spliced GDP,41345.71,.2914619
EST,2026,12949.53,Derived using data on fixed investment from OECD_EO and the spliced GDP,43712.53,.2962429
EST,2027,13445.65,Derived using data on fixed investment from AMECO and the spliced GDP,45691.13,.2942727
ETH,1963,483.8197,Derived using data on fixed investment from IMF_IFS and the spliced GDP,3810.504,.12697
ETH,1964,506.7904,Derived using data on fixed investment from IMF_IFS and the spliced GDP,4197.721,.1207299
ETH,1965,574.2668,Derived using data on fixed investment from IMF_IFS and the spliced GDP,4672.42,.1229056
ETH,1966,643.1788,Derived using data on fixed investment from IMF_IFS and the spliced GDP,4851.688,.132568
ETH,1967,733.6258,Derived using data on fixed investment from IMF_IFS and the spliced GDP,5168.632,.1419381
ETH,1968,772.3887,Derived using data on fixed investment from IMF_IFS and the spliced GDP,5502.786,.1403632
ETH,1969,781.0027,Derived using data on fixed investment from IMF_IFS and the spliced GDP,5816.863,.1342653
ETH,1970,735.0615,Derived using data on fixed investment from FAO and the spliced GDP,6397.688,.1148949
ETH,1971,795.1572,Derived using data on fixed investment from FAO and the spliced GDP,6755.968,.117697
ETH,1972,865.006,Derived using data on fixed investment from FAO and the spliced GDP,6803.729,.127137
ETH,1973,816.5278,Derived using data on fixed investment from FAO and the spliced GDP,7178.79,.1137417
ETH,1974,787.4122,Derived using data on fixed investment from FAO and the spliced GDP,7961.899,.0988975
ETH,1975,831.4442,Derived using data on fixed investment from FAO and the spliced GDP,7923.604,.1049326
ETH,1976,730.7587,Derived using data on fixed investment from FAO and the spliced GDP,8611.335,.0848601
ETH,1977,804.48,Derived using data on fixed investment from FAO and the spliced GDP,9790.731,.0821675
ETH,1978,782.2488,Derived using data on fixed investment from FAO and the spliced GDP,10420.38,.0750692
ETH,1979,1002.409,Derived using data on fixed investment from FAO and the spliced GDP,11453.33,.0875211
ETH,1980,1224.863,Derived using data on fixed investment from FAO and the spliced GDP,12189.69,.1004836
ETH,1981,1322.107,Derived using data on fixed investment from FAO and the spliced GDP,12768.99,.1035405
ETH,1982,1551.446,Derived using data on fixed investment from FAO and the spliced GDP,13148.21,.1179968
ETH,1983,1605.518,Derived using data on fixed investment from FAO and the spliced GDP,14386.84,.1115963
ETH,1984,2611.512,Derived using data on fixed investment from FAO and the spliced GDP,16995.05,.1536631
ETH,1985,2461.775,Derived using data on fixed investment from FAO and the spliced GDP,19902.17,.1236938
ETH,1986,2681.217,Derived using data on fixed investment from FAO and the spliced GDP,20787.25,.1289837
ETH,1987,3165.856,Derived using data on fixed investment from FAO and the spliced GDP,22232.85,.1423954
ETH,1988,3516.821,Derived using data on fixed investment from FAO and the spliced GDP,21601.48,.1628046
ETH,1989,3387.45,Derived using data on fixed investment from FAO and the spliced GDP,22195.27,.1526204
ETH,1990,2443.412,Derived using data on fixed investment from UN and the spliced GDP,23200.13,.1053189
ETH,1991,2322.305,Derived using data on fixed investment from UN and the spliced GDP,26467.45,.087742
ETH,1992,2223.103,Derived using data on fixed investment from UN and the spliced GDP,28669.01,.0775438
ETH,1993,4527.517,Derived using data on fixed investment from UN and the spliced GDP,36913.83,.122651
ETH,1994,4994.682,Derived using data on fixed investment from UN and the spliced GDP,39061.25,.1278679
ETH,1995,6478.185,Derived using data on fixed investment from UN and the spliced GDP,46722.27,.138653
