ISO3,year,govdebt_GDP,nGDP,govdebt,source
SWE,1882,17.1787,1625.163,279.1819,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1883,16.3549,1689.065,276.2449,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1884,16.8354,1653.125,278.3102,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1885,18.3067,1636.404,299.5716,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1886,19.2576,1550.737,298.6347,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1887,20.1849,1485.068,299.7595,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1888,20.7061,1547.856,320.5006,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1889,18.8925,1654.81,312.635,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1890,18.2114,1717.063,312.7013,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1891,17.5671,1822.784,320.2103,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1892,17.9499,1840.718,330.4071,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1893,18.4184,1829.684,336.9984,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1894,19.4871,1823.562,355.3593,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1895,17.8503,1936.871,345.7373,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1896,17.417,2014.349,350.8392,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1897,15.9583,2177.145,347.4352,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1898,14.4665,2354.489,340.6121,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1899,14.7918,2544.457,376.3709,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1900,15.262,2615.658,399.2017,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1901,16.2066,2596.107,420.7408,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1902,16.1588,2605.877,421.0785,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1903,14.8613,2829.838,420.5507,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1904,16.3268,2838.707,463.4699,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1905,16.5893,2898.602,480.8578,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1906,15.3013,3260.815,498.9471,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1907,15.7029,3626.66,569.4908,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1908,17.0803,3588.817,612.9807,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1909,18.1043,3565.521,645.5127,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1910,16.4761,3799.292,625.9752,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1911,18.1321,3900.917,707.3181,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1912,16.7992,4179.717,702.1591,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1913,16.4948,4483.714,739.5797,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1914,3.62588,4609.478,167.1341,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1915,18.0581,5395.39,974.3049,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1916,16.6652,6805.624,1134.171,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1917,16.3451,8208.86,1341.746,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1918,18.2018,10831.12,1971.459,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1919,14.6503,13152.24,1926.842,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1920,12.1491,14945.63,1815.76,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1921,16.0436,11559.32,1854.531,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1922,20.3497,9907.917,2016.231,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1923,20.3803,9592.008,1954.88,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1924,20.7209,10179.38,2109.259,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1925,20.3644,10497.56,2137.765,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1926,19.978,10657.83,2129.222,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1927,20.3206,10885.46,2211.99,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1928,20.1453,11273.99,2271.18,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1929,19.037,11821.66,2250.49,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1930,18.4324,11949.48,2202.576,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1931,21.6143,11127.69,2405.172,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1932,26.9114,10379.73,2793.331,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1933,29.6075,10436.51,3089.989,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1934,26.9531,11322.47,3051.756,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1935,26.546,12010.59,3188.332,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1936,23.459,12668.45,2971.893,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1937,20.0988,13744.04,2762.386,Derived using data on general government debt to GDP and central government and the spliced GDP.
